# x, y
3.707563877105712891e-01 3.231397569179534912e-01
3.816564679145812988e-01 3.299230039119720459e-01
3.482835590839385986e-01 3.084980547428131104e-01
6.851045489311218262e-01 4.284624755382537842e-01
2.854913771152496338e-01 2.631453573703765869e-01
3.079231977462768555e-01 2.800683677196502686e-01
8.529655337333679199e-01 4.120599925518035889e-01
7.098606228828430176e-01 4.288754463195800781e-01
1.797228157520294189e-01 1.740104705095291138e-01
6.717485189437866211e-01 4.277923405170440674e-01
7.881667613983154297e-01 4.234786033630371094e-01
7.396993041038513184e-01 4.279851913452148438e-01
8.908420205116271973e-01 4.028513729572296143e-01
1.677487045526504517e-01 1.630941033363342285e-01
2.147647440433502197e-01 2.050839215517044067e-01
9.316694140434265137e-01 3.911027014255523682e-01
7.022933661937713623e-02 6.988380104303359985e-02
7.597456574440002441e-01 4.265673458576202393e-01
1.240771189332008362e-01 1.221815645694732666e-01
5.512004494667053223e-01 4.067816734313964844e-01
4.556856453418731689e-01 3.702408373355865479e-01
3.264283537864685059e-01 2.934346795082092285e-01
7.038960456848144531e-01 4.288730919361114502e-01
4.747703373432159424e-01 3.789575994014739990e-01
2.663117647171020508e-01 2.480785995721817017e-01
6.971525549888610840e-01 4.287965297698974609e-01
6.684886291623115540e-03 6.684587337076663971e-03
8.960965871810913086e-01 4.014404118061065674e-01
1.295132189989089966e-01 1.273589283227920532e-01
5.927110314369201660e-01 4.171311259269714355e-01
7.345114350318908691e-01 4.282463490962982178e-01
9.732746481895446777e-01 3.774366378784179688e-01
9.911999106407165527e-02 9.815092384815216064e-02
5.848426818847656250e-01 4.154249429702758789e-01
7.978592514991760254e-01 4.221466779708862305e-01
1.376941800117492676e-01 1.351081281900405884e-01
4.441650807857513428e-01 3.646411299705505371e-01
9.402556419372558594e-01 3.884137272834777832e-01
6.012037396430969238e-01 4.188395738601684570e-01
6.571148037910461426e-01 4.266904890537261963e-01
2.175143510103225708e-01 2.074628621339797974e-01
2.615849673748016357e-01 2.442842274904251099e-01
7.205138206481933594e-01 4.287287592887878418e-01
9.975249171257019043e-01 3.687877058982849121e-01
5.320059657096862793e-01 4.008648395538330078e-01
1.639028042554855347e-01 1.595583111047744751e-01
